(334, 21.722)
(335, 35.39)
(336, 39.851)
(337, -32.924)
(338, 39.562)
(339, 14.955)
(340, -8.504)
(341, -44.582)
(342, 1.989)
(343, 49.952)
(344, -2.907)
(345, 37.602)
(346, -13.681)
(347, 9.11)
(348, 20.033)
(349, 14.945)
(350, 2.724)
(351, 36.181)
(352, 41.584)
(353, 8.023)
(354, 8.699)
(355, -21.239)
(356, -35.018)
(357, -1.429)
(358, -36.79)
(359, -24.064)
(360, -31.249)
(361, 2.304)
(362, -13.03)
(363, 0.765)
(364, -25.84)
(365, -19.857)
(366, -20.706)
(367, -3.43)
(368, -13.543)
(369, -43.84)
(370, -46.097)
(371, 30.794)
(372, 10.26)
(373, -10.141)
(374, 40.93)
(375, -28.068)
(376, 44.685)
(377, 19.365)
(378, -8.251)
(379, 10.429)
(380, 4.556)
(381, 16.272)
(382, 45.91)
(383, -30.287)
(384, 24.002)
(385, 24.329)
(386, -2.567)
(387, 12.336)
(388, -29.294)
(389, -41.311)
(390, 15.652)
(391, -30.133)
(392, 0.407)
(393, 17.913)
(394, 31.281)
(395, 14.288)
(396, -43.715)
(397, -2.526)
(398, -10.499)
(399, -10.552)
(400, -27.221)
(401, 19.941)
(402, -21.851)
(403, -32.394)
(404, -36.957)
(405, -2.067)
(406, -49.23)
(407, 21.511)
(408, -22.931)
(409, -17.525)
(410, -10.796)
(411, -28.768)
(412, -15.973)
(413, 3.65)
(414, 3.098)
(415, 48.468)
(416, -31.444)
(417, 29.498)
(418, 5.024)
(419, 47.643)
(420, 16.863)
(421, -21.739)
(422, -44.359)
(423, 47.917)
(424, 3.121)
(425, -1.768)
(426, -10.497)
(427, -35.665)
(428, -45.862)
(429, 16.998)
(430, 35.205)
(431, -40.602)
(432, 48.63)
(433, -1.877)
(434, 0.781)
(435, -40.555)
(436, 9.171)
(437, 6.897)
(438, -16.811)
(439, 20.94)
(440, -33.998)
(441, -5.522)
(442, 20.34)
(443, 44.593)
(444, 41.545)
(445, 41.818)
(446, 44.145)
(447, 23.884)
(448, 49.34)
(449, 42.5)
(450, 6.451)
(451, 31.771)
(452, 18.648)
(453, -5.922)
(454, -23.503)
(455, 3.621)
(456, 25.772)
(457, 45.322)
(458, 24.304)
(459, -46.715)
(460, -14.045)
(461, 26.653)
(462, -21.048)
(463, -2.783)
(464, 40.429)
(465, 40.144)
(466, -46.435)
(467, 16.681)
(468, 13.777)
(469, -48.174)
(470, -21.449)
(471, 12.386)
(472, -9.633)
(473, -31.679)
(474, -29.779)
(475, -20.409)
(476, 26.658)
(477, 13.914)
(478, -24.066)
(479, -41.142)
(480, 10.197)
(481, -5.935)
(482, 31.645)
(483, -15.337)
(484, 45.035)
(485, -23.588)
(486, 22.717)
(487, -41.748)
(488, -47.054)
(489, -38.652)
(490, 26.891)
(491, -37.371)
(492, -41.681)
(493, 32.367)
(494, -29.502)
(495, -19.123)
(496, 38.066)
(497, 36.703)
(498, -11.057)
(499, 4.959)
(500, 27.057)
(501, -38.321)
(502, 43.892)
(503, -1.428)
(504, -31.189)
(505, -26.49)
(506, 14.187)
(507, 37.974)
(508, 33.111)
(509, -20.941)
(510, -25.802)
(511, -32.358)
(512, -46.655)
(513, 39.167)
(514, 11.165)
(515, 27.511)
(516, 47.631)
(517, 43.355)
(518, 13.255)
(519, 7.072)
(520, -29.753)
(521, 44.186)
(522, 37.338)
(523, 14.383)
(524, 45.951)
(525, -38.382)
(526, -5.259)
(527, -45.761)
(528, 7.442)
(529, 33.733)
(530, 36.801)
(531, 9.671)
(532, -22.822)
(533, -21.634)
(534, 38.024)
(535, 20.214)
(536, -28.867)
(537, 30.441)
(538, 21.826)
(539, 48.094)
(540, 30.441)
(541, -7.203)
(542, -8.762)
(543, 6.919)
(544, 1.486)
(545, 13.915)
(546, -18.033)
(547, 31.305)
(548, 15.087)
(549, 27.228)
(550, -35.893)
(551, 19.931)
(552, 21.771)
(553, -45.654)
(554, 0.261)
(555, -3.957)
(556, 41.198)
(557, -30.615)
(558, -8.178)
(559, 40.147)
(560, -4.961)
(561, -33.269)
(562, -47.566)
(563, 33.07)
(564, -40.244)
(565, -11.186)
(566, 34.426)
(567, -29.208)
(568, 46.622)
(569, -43.358)
(570, -6.571)
(571, -13.409)
(572, 44.36)
(573, -17.061)
(574, -20.682)
(575, -23.396)
(576, -43.293)
(577, 12.033)
(578, 38.953)
(579, 5.016)
(580, 28.254)
(581, 33.432)
(582, -26.915)
(583, 48.037)
(584, 20.063)
(585, 26.643)
(586, -30.593)
(587, -42.577)
(588, -22.47)
(589, 2.012)
(590, -18.642)
(591, 22.162)
(592, -3.877)
(593, 37.968)
(594, -31.841)
(595, 34.824)
(596, 44.204)
(597, 15.27)
(598, -49.206)
(599, 41.68)
(600, 42.514)
(601, -37.375)
(602, -26.193)
(603, -39.907)
(604, 24.415)
(605, 9.929)
(606, -28.93)
(607, -1.691)
(608, 21.405)
(609, 0.723)
(610, -23.181)
(611, 24.634)
(612, -36.507)
(613, 49.937)
(614, -43.981)
(615, -32.659)
(616, 30.73)
(617, -22.827)
(618, 28.908)
(619, 32.825)
(620, 7.373)
(621, 40.781)
(622, 39.842)
(623, 27.233)
(624, -26.733)
(625, -25.396)
(626, -6.736)
(627, -24.172)
(628, -31.279)
(629, -36.579)
(630, -41.117)
(631, -2.342)
(632, 25.764)
(633, -40.111)
(634, 23.392)
(635, -12.42)
(636, 15.809)
(637, -26.767)
(638, 0.908)
(639, -7.468)
(640, 41.311)
(641, -3.143)
(642, 31.376)
(643, 19.027)
(644, 45.627)
(645, 42.849)
(646, 39.281)
(647, 6.474)
(648, 16.997)
(649, 33.492)
(650, 24.135)
(651, -33.82)
(652, -47.752)
(653, 20.425)
(654, 4.281)
(655, -17.627)
(656, -41.919)
(657, 20.847)
(658, 19.928)
(659, -5.57)
(660, 46.187)
(661, -20.33)
(662, 7.743)
(663, -36.691)
(664, -13.894)
(665, 28.028)
(666, -43.999)
(667, 23.945)
(668, -36.887)
(669, -35.015)
(670, 48.097)
(671, 11.058)
(672, -12.726)
(673, 8.765)
(674, -9.068)
(675, 46.682)
(676, 18.782)
(677, 5.294)
(678, -42.573)
(679, 32.569)
(680, 43.719)
(681, 19.27)
(682, -25.555)
(683, -22.719)
(684, 9.213)
(685, 6.577)
(686, -7.419)
(687, -11.785)
(688, 18.261)
(689, 25.206)
(690, -1.015)
(691, 38.466)
(692, -16.844)
(693, -40.563)
(694, -38.109)
(695, 32.772)
(696, -46.002)
(697, 16.009)
(698, 13.324)
(699, 40.339)
(700, 4.014)
(701, -16.095)
(702, -43.116)
(703, 10.817)
(704, 14.079)
(705, 3.004)
(706, 16.313)
(707, 14.374)
(708, 1.607)
(709, -37.518)
(710, 20.106)
(711, -0.405)
(712, 39.55)
(713, -2.47)
(714, 22.65)
(715, 17.733)
(716, 12.515)
(717, 38.338)
(718, -12.61)
(719, -20.475)
(720, -9.39)
(721, 43.054)
(722, 29.881)
(723, -45.83)
(724, -16.488)
(725, 27.663)
(726, -10.293)
(727, -36.064)
(728, -37.417)
(729, -36.125)
(730, 35.282)
(731, 21.187)
(732, 22.652)
(733, 27.746)
(734, -1.921)
(735, -4.119)
(736, 45.768)
(737, -7.593)
(738, -41.645)
(739, -2.13)
(740, 33.475)
(741, 7.242)
(742, 6.763)
(743, -22.929)
(744, -40.392)
(745, 8.008)
(746, 35.064)
(747, -36.936)
(748, 11.21)
(749, -31.92)
(750, -22.737)
(751, -21.918)
(752, -43.697)
(753, 5.888)
(754, 42.485)
(755, 36.628)
(756, 2.914)
(757, 23.509)
(758, -21.356)
(759, -10.64)
(760, -49.981)
(761, 25.375)
(762, 7.599)
(763, 23.745)
(764, 37.25)
(765, -20.358)
(766, -21.525)
(767, 44.511)
(768, -34.596)
(769, 45.955)
(770, -21.57)
(771, 11.929)
(772, -13.528)
(773, 21.568)
(774, 33.796)
(775, -41.674)
(776, 3.507)
(777, -10.599)
(778, -7.531)
(779, -47.434)
(780, -42.28)
(781, -49.689)
(782, 28.421)
(783, 22.743)
(784, 43.709)
(785, 27.548)
(786, 17.115)
(787, -48.186)
(788, -36.838)
(789, 26.477)
(790, 33.935)
(791, 18.961)
(792, 49.439)
(793, 27.655)
(794, -36.349)
(795, -46.084)
(796, 41.419)
(797, 21.904)
(798, 31.224)
(799, -16.177)
(800, -33.898)
(801, -5.944)
(802, 29.264)
(803, -12.756)
(804, 14.16)
(805, -46.222)
(806, -1.754)
(807, 34.96)
(808, -12.633)
(809, 2.131)
(810, -38.026)
(811, 2.088)
(812, -8.433)
(813, -8.613)
(814, 28.888)
(815, -48.2)
(816, -0.993)
(817, 14.269)
(818, -19.292)
(819, -11.264)
(820, -3.872)
(821, 23.695)
(822, -48.737)
(823, -43.53)
(824, 45.546)
(825, -21.903)
(826, 5.108)
(827, -36.133)
(828, -6.109)
(829, -49.845)
(830, -48.184)
(831, 28.697)
(832, -29.85)
(833, -3.473)
(834, 25.911)
(835, -7.938)
(836, -38.806)
(837, -46.588)
(838, -42.504)
(839, -4.478)
(840, 24.129)
(841, -48.682)
(842, 3.1)
(843, 48.422)
(844, -16.828)
(845, 8.761)
(846, 32.951)
(847, -30.731)
(848, -39.496)
(849, 25.396)
(850, -20.373)
(851, -2.039)
(852, 41.041)
(853, 9.858)
(854, -8.182)
(855, 47.504)
(856, 8.737)
(857, -0.327)
(858, -27.126)
(859, 36.657)
(860, 24.907)
(861, 34.928)
(862, 8.869)
(863, 9.568)
(864, 38.885)
(865, -36.547)
(866, -4.662)
(867, 19.417)
(868, -0.295)
(869, 5.766)
(870, -35.78)
(871, -4.065)
(872, 6.275)
(873, -11.39)
(874, -5.4)
(875, -37.3)
(876, -4.02)
(877, 19.055)
(878, -45.406)
(879, 41.068)
(880, 45.484)
(881, 1.559)
(882, 25.231)
(883, 46.13)
(884, -2.508)
(885, -28.462)
(886, 0.741)
(887, 32.903)
(888, 6.014)
(889, 30.824)
(890, -26.907)
(891, 33.242)
(892, -18.347)
(893, 6.011)
(894, -6.256)
(895, 35.733)
(896, 37.315)
(897, 37.875)
(898, 41.147)
(899, 33.805)
(900, 32.597)
(901, 5.043)
(902, -5.808)
(903, 29.406)
(904, -26.691)
(905, 14.361)
(906, 16.602)
(907, 19.121)
(908, -43.018)
(909, 33.982)
(910, 31.091)
(911, 3.784)
(912, -27.873)
(913, 28.89)
(914, -48.474)
(915, -15.366)
(916, -41.208)
(917, -12.251)
(918, -11.571)
(919, -6.224)
(920, 49.557)
(921, 29.194)
(922, -14.797)
(923, -36.049)
(924, 48.585)
(925, -3.562)
(926, -2.621)
(927, -40.381)
(928, -45.44)
(929, 39.068)
(930, -37.215)
(931, 38.128)
(932, -22.305)
(933, -16.43)
(934, -27.029)
(935, 11.282)
(936, -7.854)
(937, 39.485)
(938, -12.625)
(939, 12.335)
(940, 28.19)
(941, 37.376)
(942, 37.041)
(943, -29.706)
(944, 37.136)
(945, 16.987)
(946, -7.98)
(947, 41.63)
(948, -27.536)
(949, 23.311)
(950, 9.626)
(951, -20.74)
(952, -30.205)
(953, -38.134)
(954, 35.072)
(955, -1.797)
(956, -14.639)
(957, -45.019)
(958, 48.047)
(959, 32.907)
(960, -38.129)
(961, 6.737)
(962, -22.06)
(963, 29.647)
(964, -41.469)
(965, 30.105)
(966, 21.391)
(967, 11.328)
(968, -18.895)
(969, 47.293)
(970, 48.17)
(971, 9.161)
(972, -11.495)
(973, -20.456)
(974, -7.901)
(975, 49.822)
(976, -21.892)
(977, -23.186)
(978, 24.586)
(979, -25.904)
(980, 11.84)
(981, -11.716)
(982, -17.21)
(983, -10.525)
(984, -14.781)
(985, 35.298)
(986, 32.336)
(987, -33.571)
(988, -20.4)
(989, -20.402)
(990, -7.042)
(991, -12.914)
(992, 26.941)
(993, -16.185)
(994, 17.309)
(995, 35.539)
(996, 49.48)
(997, 8.5)
(998, 22.783)
(999, -32.502)
(1000, -47.54)
